Folds number,Fold,Random State,Dropout probability,Activation function,Learning Rate,Epochs,Layers number,Hidden Size,RMSE
5,1,100,0.5,Tanh,0.02,100,3,128,25.579369
5,1,100,0.5,Sigmoid,0.02,100,3,128,16.748913
5,1,100,0.5,Softmax,0.02,100,3,128,36.27803
5,1,100,0.5,GELU,0.02,100,3,128,2.5851204
5,1,100,0.5,ReLU,0.02,100,4,128,36.772213
5,1,100,0.5,Tanh,0.02,100,4,128,25.550879
5,1,100,0.5,Sigmoid,0.02,100,4,128,16.757332
5,1,100,0.5,Softmax,0.02,100,4,128,36.265106
5,1,100,0.5,GELU,0.02,100,4,128,2.688287
5,1,100,0.5,ReLU,0.02,100,1,256,0.51977074
5,1,100,0.5,Tanh,0.02,100,1,256,22.406424
5,1,100,0.5,Sigmoid,0.02,100,1,256,16.661217
5,1,100,0.5,Softmax,0.02,100,1,256,36.370667
5,1,100,0.5,GELU,0.02,100,1,256,0.3605991
5,1,100,0.5,ReLU,0.02,100,2,256,1.3016213
5,1,100,0.5,Tanh,0.02,100,2,256,22.565866
5,1,100,0.5,Sigmoid,0.02,100,2,256,16.738039
5,1,100,0.5,Softmax,0.02,100,2,256,36.3065
5,1,100,0.5,GELU,0.02,100,2,256,1.6944075
5,1,100,0.5,ReLU,0.02,100,3,256,18.625778
5,1,100,0.5,Tanh,0.02,100,3,256,25.992842
5,1,100,0.5,Sigmoid,0.02,100,3,256,16.740335
5,1,100,0.5,Softmax,0.02,100,3,256,36.32101
5,1,100,0.5,GELU,0.02,100,3,256,7.2265787
5,1,100,0.5,ReLU,0.02,100,4,256,20.392439
5,1,100,0.5,Tanh,0.02,100,4,256,21.616882
5,1,100,0.5,Sigmoid,0.02,100,4,256,16.735502
5,1,100,0.5,Softmax,0.02,100,4,256,36.28294
5,1,100,0.5,GELU,0.02,100,4,256,8.017296
5,1,100,0.5,ReLU,0.02,150,1,16,3.8982615
5,1,100,0.5,Tanh,0.02,150,1,16,14.084594
5,1,100,0.5,Sigmoid,0.02,150,1,16,17.781185
5,1,100,0.5,Softmax,0.02,150,1,16,34.638096
5,1,100,0.5,GELU,0.02,150,1,16,4.401933
5,1,100,0.5,ReLU,0.02,150,2,16,5.586279
5,1,100,0.5,Tanh,0.02,150,2,16,16.8308
5,1,100,0.5,Sigmoid,0.02,150,2,16,17.94145
5,1,100,0.5,Softmax,0.02,150,2,16,34.69681
5,1,100,0.5,GELU,0.02,150,2,16,6.4068556
5,1,100,0.5,ReLU,0.02,150,3,16,11.5737705
5,1,100,0.5,Tanh,0.02,150,3,16,16.784136
5,1,100,0.5,Sigmoid,0.02,150,3,16,18.086914
5,1,100,0.5,Softmax,0.02,150,3,16,34.736275
5,1,100,0.5,GELU,0.02,150,3,16,7.0296793
5,1,100,0.5,ReLU,0.02,150,4,16,13.223985
5,1,100,0.5,Tanh,0.02,150,4,16,16.830956
5,1,100,0.5,Sigmoid,0.02,150,4,16,18.093979
5,1,100,0.5,Softmax,0.02,150,4,16,34.861614
5,1,100,0.5,GELU,0.02,150,4,16,9.870119
5,1,100,0.5,ReLU,0.02,150,1,32,2.6540313
5,1,100,0.5,Tanh,0.02,150,1,32,11.789525
5,1,100,0.5,Sigmoid,0.02,150,1,32,13.961229
5,1,100,0.5,Softmax,0.02,150,1,32,34.64306
5,1,100,0.5,GELU,0.02,150,1,32,2.068329
5,1,100,0.5,ReLU,0.02,150,2,32,2.5708168
5,1,100,0.5,Tanh,0.02,150,2,32,10.768031
5,1,100,0.5,Sigmoid,0.02,150,2,32,16.7465
5,1,100,0.5,Softmax,0.02,150,2,32,34.56788
5,1,100,0.5,GELU,0.02,150,2,32,3.721739
5,1,100,0.5,ReLU,0.02,150,3,32,7.042462
5,1,100,0.5,Tanh,0.02,150,3,32,21.829206
5,1,100,0.5,Sigmoid,0.02,150,3,32,16.745413
5,1,100,0.5,Softmax,0.02,150,3,32,34.73541
5,1,100,0.5,GELU,0.02,150,3,32,5.2967014
5,1,100,0.5,ReLU,0.02,150,4,32,9.977307
5,1,100,0.5,Tanh,0.02,150,4,32,21.740263
5,1,100,0.5,Sigmoid,0.02,150,4,32,16.74771
5,1,100,0.5,Softmax,0.02,150,4,32,34.539803
5,1,100,0.5,GELU,0.02,150,4,32,4.05812
5,1,100,0.5,ReLU,0.02,150,1,64,1.6618268
5,1,100,0.5,Tanh,0.02,150,1,64,17.908905
5,1,100,0.5,Sigmoid,0.02,150,1,64,15.99558
5,1,100,0.5,Softmax,0.02,150,1,64,34.666748
5,1,100,0.5,GELU,0.02,150,1,64,1.1784282
5,1,100,0.5,ReLU,0.02,150,2,64,3.557128
5,1,100,0.5,Tanh,0.02,150,2,64,14.95823
5,1,100,0.5,Sigmoid,0.02,150,2,64,16.617859
5,1,100,0.5,Softmax,0.02,150,2,64,34.598946
5,1,100,0.5,GELU,0.02,150,2,64,2.2194977
5,1,100,0.5,ReLU,0.02,150,3,64,6.191043
5,1,100,0.5,Tanh,0.02,150,3,64,25.139658
5,1,100,0.5,Sigmoid,0.02,150,3,64,16.759722
5,1,100,0.5,Softmax,0.02,150,3,64,34.62544
5,1,100,0.5,GELU,0.02,150,3,64,3.646773
5,1,100,0.5,ReLU,0.02,150,4,64,8.343836
5,1,100,0.5,Tanh,0.02,150,4,64,25.061522
5,1,100,0.5,Sigmoid,0.02,150,4,64,16.754402
5,1,100,0.5,Softmax,0.02,150,4,64,34.713562
5,1,100,0.5,GELU,0.02,150,4,64,2.8591852
5,1,100,0.5,ReLU,0.02,150,1,128,1.153193
5,1,100,0.5,Tanh,0.02,150,1,128,20.990011
5,1,100,0.5,Sigmoid,0.02,150,1,128,16.460669
5,1,100,0.5,Softmax,0.02,150,1,128,34.72189
5,1,100,0.5,GELU,0.02,150,1,128,0.5912239
5,1,100,0.5,ReLU,0.02,150,2,128,1.4522449
5,1,100,0.5,Tanh,0.02,150,2,128,20.291296
5,1,100,0.5,Sigmoid,0.02,150,2,128,16.738276
5,1,100,0.5,Softmax,0.02,150,2,128,34.67334
5,1,100,0.5,GELU,0.02,150,2,128,1.6833307
5,1,100,0.5,ReLU,0.02,150,3,128,4.1104684
5,1,100,0.5,Tanh,0.02,150,3,128,20.832394
5,1,100,0.5,Sigmoid,0.02,150,3,128,16.733263
5,1,100,0.5,Softmax,0.02,150,3,128,34.66583
5,1,100,0.5,GELU,0.02,150,3,128,4.21191
5,1,100,0.5,ReLU,0.02,150,4,128,3.9956784
5,1,100,0.5,Tanh,0.02,150,4,128,25.605787
5,1,100,0.5,Sigmoid,0.02,150,4,128,16.74122
5,1,100,0.5,Softmax,0.02,150,4,128,34.605186
5,1,100,0.5,GELU,0.02,150,4,128,14.207562
5,1,100,0.5,ReLU,0.02,150,1,256,0.26841968
5,1,100,0.5,Tanh,0.02,150,1,256,23.04094
5,1,100,0.5,Sigmoid,0.02,150,1,256,15.732331
5,1,100,0.5,Softmax,0.02,150,1,256,34.732513
5,1,100,0.5,GELU,0.02,150,1,256,0.28949243
5,1,100,0.5,ReLU,0.02,150,2,256,1.3660978
5,1,100,0.5,Tanh,0.02,150,2,256,21.340118
5,1,100,0.5,Sigmoid,0.02,150,2,256,16.727707
5,1,100,0.5,Softmax,0.02,150,2,256,34.731636
5,1,100,0.5,GELU,0.02,150,2,256,3.4156072
5,1,100,0.5,ReLU,0.02,150,3,256,14.575291
5,1,100,0.5,Tanh,0.02,150,3,256,25.955399
5,1,100,0.5,Sigmoid,0.02,150,3,256,16.732086
5,1,100,0.5,Softmax,0.02,150,3,256,34.64317
5,1,100,0.5,GELU,0.02,150,3,256,3.195986
5,1,100,0.5,ReLU,0.02,150,4,256,37.273155
5,1,100,0.5,Tanh,0.02,150,4,256,25.863926
5,1,100,0.5,Sigmoid,0.02,150,4,256,16.732658
5,1,100,0.5,Softmax,0.02,150,4,256,34.668983
5,1,100,0.5,GELU,0.02,150,4,256,23.577826
5,1,100,0.5,ReLU,0.02,200,1,16,3.586804
5,1,100,0.5,Tanh,0.02,200,1,16,11.136331
5,1,100,0.5,Sigmoid,0.02,200,1,16,14.493861
5,1,100,0.5,Softmax,0.02,200,1,16,32.921043
5,1,100,0.5,GELU,0.02,200,1,16,4.4315214
5,1,100,0.5,ReLU,0.02,200,2,16,8.15799
5,1,100,0.5,Tanh,0.02,200,2,16,13.8389
5,1,100,0.5,Sigmoid,0.02,200,2,16,16.966618
5,1,100,0.5,Softmax,0.02,200,2,16,33.27661
5,1,100,0.5,GELU,0.02,200,2,16,5.6381383
5,1,100,0.5,ReLU,0.02,200,3,16,9.411746
5,1,100,0.5,Tanh,0.02,200,3,16,17.37138
5,1,100,0.5,Sigmoid,0.02,200,3,16,16.933187
5,1,100,0.5,Softmax,0.02,200,3,16,33.20675
5,1,100,0.5,GELU,0.02,200,3,16,7.5329757
5,1,100,0.5,ReLU,0.02,200,4,16,11.139538
5,1,100,0.5,Tanh,0.02,200,4,16,17.322134
5,1,100,0.5,Sigmoid,0.02,200,4,16,16.901886
5,1,100,0.5,Softmax,0.02,200,4,16,32.962624
5,1,100,0.5,GELU,0.02,200,4,16,5.2033596
5,1,100,0.5,ReLU,0.02,200,1,32,2.541362
5,1,100,0.5,Tanh,0.02,200,1,32,13.630845
5,1,100,0.5,Sigmoid,0.02,200,1,32,11.804243
5,1,100,0.5,Softmax,0.02,200,1,32,33.091293
5,1,100,0.5,GELU,0.02,200,1,32,1.9496166
5,1,100,0.5,ReLU,0.02,200,2,32,7.299245
5,1,100,0.5,Tanh,0.02,200,2,32,13.879018
5,1,100,0.5,Sigmoid,0.02,200,2,32,16.764908
5,1,100,0.5,Softmax,0.02,200,2,32,32.98876
5,1,100,0.5,GELU,0.02,200,2,32,2.9277809
5,1,100,0.5,ReLU,0.02,200,3,32,4.633687
5,1,100,0.5,Tanh,0.02,200,3,32,23.593948
5,1,100,0.5,Sigmoid,0.02,200,3,32,16.763977
5,1,100,0.5,Softmax,0.02,200,3,32,32.960392
5,1,100,0.5,GELU,0.02,200,3,32,3.6201234
5,1,100,0.5,ReLU,0.02,200,4,32,12.228008
5,1,100,0.5,Tanh,0.02,200,4,32,23.646544
5,1,100,0.5,Sigmoid,0.02,200,4,32,16.764936
5,1,100,0.5,Softmax,0.02,200,4,32,33.190132
5,1,100,0.5,GELU,0.02,200,4,32,6.0458274
5,1,100,0.5,ReLU,0.02,200,1,64,1.6953635
5,1,100,0.5,Tanh,0.02,200,1,64,18.821945
5,1,100,0.5,Sigmoid,0.02,200,1,64,15.444642
5,1,100,0.5,Softmax,0.02,200,1,64,33.036175
5,1,100,0.5,GELU,0.02,200,1,64,1.4907604
5,1,100,0.5,ReLU,0.02,200,2,64,3.565502
5,1,100,0.5,Tanh,0.02,200,2,64,17.37743
5,1,100,0.5,Sigmoid,0.02,200,2,64,16.75761
5,1,100,0.5,Softmax,0.02,200,2,64,33.067112
5,1,100,0.5,GELU,0.02,200,2,64,2.7576458
5,1,100,0.5,ReLU,0.02,200,3,64,3.6509743
5,1,100,0.5,Tanh,0.02,200,3,64,25.13318
5,1,100,0.5,Sigmoid,0.02,200,3,64,16.754696
5,1,100,0.5,Softmax,0.02,200,3,64,32.985565
5,1,100,0.5,GELU,0.02,200,3,64,2.7091153
5,1,100,0.5,ReLU,0.02,200,4,64,10.419479
5,1,100,0.5,Tanh,0.02,200,4,64,25.185753
5,1,100,0.5,Sigmoid,0.02,200,4,64,16.731693
5,1,100,0.5,Softmax,0.02,200,4,64,33.17318
5,1,100,0.5,GELU,0.02,200,4,64,2.5117953
5,1,100,0.5,ReLU,0.02,200,1,128,0.72257185
5,1,100,0.5,Tanh,0.02,200,1,128,21.557854
5,1,100,0.5,Sigmoid,0.02,200,1,128,15.91984
5,1,100,0.5,Softmax,0.02,200,1,128,33.115284
5,1,100,0.5,GELU,0.02,200,1,128,0.59367085
5,1,100,0.5,ReLU,0.02,200,2,128,2.259072
5,1,100,0.5,Tanh,0.02,200,2,128,21.650238
5,1,100,0.5,Sigmoid,0.02,200,2,128,16.734505
5,1,100,0.5,Softmax,0.02,200,2,128,33.059452
5,1,100,0.5,GELU,0.02,200,2,128,2.4962394
5,1,100,0.5,ReLU,0.02,200,3,128,1.5050423
5,1,100,0.5,Tanh,0.02,200,3,128,25.667782
5,1,100,0.5,Sigmoid,0.02,200,3,128,16.745235
5,1,100,0.5,Softmax,0.02,200,3,128,33.031765
5,1,100,0.5,GELU,0.02,200,3,128,4.461733
5,1,100,0.5,ReLU,0.02,200,4,128,23.78221
5,1,100,0.5,Tanh,0.02,200,4,128,25.646427
5,1,100,0.5,Sigmoid,0.02,200,4,128,16.73357
5,1,100,0.5,Softmax,0.02,200,4,128,33.065304
5,1,100,0.5,GELU,0.02,200,4,128,11.655956
5,1,100,0.5,ReLU,0.02,200,1,256,0.39609298
5,1,100,0.5,Tanh,0.02,200,1,256,22.982897
5,1,100,0.5,Sigmoid,0.02,200,1,256,16.499535
5,1,100,0.5,Softmax,0.02,200,1,256,33.135914
5,1,100,0.5,GELU,0.02,200,1,256,0.4151753
5,1,100,0.5,ReLU,0.02,200,2,256,2.304746
5,1,100,0.5,Tanh,0.02,200,2,256,22.960098
5,1,100,0.5,Sigmoid,0.02,200,2,256,16.725235
5,1,100,0.5,Softmax,0.02,200,2,256,33.13239
5,1,100,0.5,GELU,0.02,200,2,256,1.4415859
5,1,100,0.5,ReLU,0.02,200,3,256,11.674107
5,1,100,0.5,Tanh,0.02,200,3,256,21.869362
5,1,100,0.5,Sigmoid,0.02,200,3,256,16.728521
5,1,100,0.5,Softmax,0.02,200,3,256,33.09334
5,1,100,0.5,GELU,0.02,200,3,256,4.851324
5,1,100,0.5,ReLU,0.02,200,4,256,36.54803
5,1,100,0.5,Tanh,0.02,200,4,256,22.673227
5,1,100,0.5,Sigmoid,0.02,200,4,256,16.734499
5,1,100,0.5,Softmax,0.02,200,4,256,33.112335
5,1,100,0.5,GELU,0.02,200,4,256,10.605037
5,1,100,0.5,ReLU,0.05,100,1,16,2.938701
5,1,100,0.5,Tanh,0.05,100,1,16,19.561014
5,1,100,0.5,Sigmoid,0.05,100,1,16,15.401121
5,1,100,0.5,Softmax,0.05,100,1,16,31.674898
5,1,100,0.5,GELU,0.05,100,1,16,4.158678
5,1,100,0.5,ReLU,0.05,100,2,16,6.927081
5,1,100,0.5,Tanh,0.05,100,2,16,19.76117
5,1,100,0.5,Sigmoid,0.05,100,2,16,16.72873
5,1,100,0.5,Softmax,0.05,100,2,16,31.624983
5,1,100,0.5,GELU,0.05,100,2,16,6.393347
5,1,100,0.5,ReLU,0.05,100,3,16,10.880067
5,1,100,0.5,Tanh,0.05,100,3,16,19.951462
5,1,100,0.5,Sigmoid,0.05,100,3,16,16.73578
5,1,100,0.5,Softmax,0.05,100,3,16,31.579142
5,1,100,0.5,GELU,0.05,100,3,16,6.442485
5,1,100,0.5,ReLU,0.05,100,4,16,15.562911
5,1,100,0.5,Tanh,0.05,100,4,16,19.975357
5,1,100,0.5,Sigmoid,0.05,100,4,16,16.731781
5,1,100,0.5,Softmax,0.05,100,4,16,31.490372
5,1,100,0.5,GELU,0.05,100,4,16,6.9133406
5,1,100,0.5,ReLU,0.05,100,1,32,2.7885852
5,1,100,0.5,Tanh,0.05,100,1,32,14.294607
5,1,100,0.5,Sigmoid,0.05,100,1,32,16.28829
5,1,100,0.5,Softmax,0.05,100,1,32,31.55544
5,1,100,0.5,GELU,0.05,100,1,32,2.1011472
5,1,100,0.5,ReLU,0.05,100,2,32,6.6021385
5,1,100,0.5,Tanh,0.05,100,2,32,22.193121
5,1,100,0.5,Sigmoid,0.05,100,2,32,16.732922
5,1,100,0.5,Softmax,0.05,100,2,32,31.401577
5,1,100,0.5,GELU,0.05,100,2,32,2.5744634
5,1,100,0.5,ReLU,0.05,100,3,32,6.6399083
5,1,100,0.5,Tanh,0.05,100,3,32,24.38299
5,1,100,0.5,Sigmoid,0.05,100,3,32,16.726772
5,1,100,0.5,Softmax,0.05,100,3,32,31.47038
5,1,100,0.5,GELU,0.05,100,3,32,5.8531766
5,1,100,0.5,ReLU,0.05,100,4,32,21.480026
5,1,100,0.5,Tanh,0.05,100,4,32,24.359074
5,1,100,0.5,Sigmoid,0.05,100,4,32,16.731117
5,1,100,0.5,Softmax,0.05,100,4,32,31.45783
5,1,100,0.5,GELU,0.05,100,4,32,5.333658
5,1,100,0.5,ReLU,0.05,100,1,64,1.1878742
5,1,100,0.5,Tanh,0.05,100,1,64,17.191599
5,1,100,0.5,Sigmoid,0.05,100,1,64,16.150331
5,1,100,0.5,Softmax,0.05,100,1,64,31.473764
5,1,100,0.5,GELU,0.05,100,1,64,1.0891913
5,1,100,0.5,ReLU,0.05,100,2,64,5.926556
5,1,100,0.5,Tanh,0.05,100,2,64,25.27595
5,1,100,0.5,Sigmoid,0.05,100,2,64,16.730213
5,1,100,0.5,Softmax,0.05,100,2,64,31.558695
5,1,100,0.5,GELU,0.05,100,2,64,3.9317555
5,1,100,0.5,ReLU,0.05,100,3,64,5.9107547
5,1,100,0.5,Tanh,0.05,100,3,64,25.346426
5,1,100,0.5,Sigmoid,0.05,100,3,64,16.726355
5,1,100,0.5,Softmax,0.05,100,3,64,31.450525
5,1,100,0.5,GELU,0.05,100,3,64,10.284215
5,1,100,0.5,ReLU,0.05,100,4,64,17.567661
5,1,100,0.5,Tanh,0.05,100,4,64,25.281523
5,1,100,0.5,Sigmoid,0.05,100,4,64,16.728226
5,1,100,0.5,Softmax,0.05,100,4,64,31.5368
5,1,100,0.5,GELU,0.05,100,4,64,6.497713
5,1,100,0.5,ReLU,0.05,100,1,128,0.6207989
5,1,100,0.5,Tanh,0.05,100,1,128,22.2421
5,1,100,0.5,Sigmoid,0.05,100,1,128,16.496893
5,1,100,0.5,Softmax,0.05,100,1,128,31.446644
5,1,100,0.5,GELU,0.05,100,1,128,0.25611344
5,1,100,0.5,ReLU,0.05,100,2,128,14.478008
5,1,100,0.5,Tanh,0.05,100,2,128,21.036795
5,1,100,0.5,Sigmoid,0.05,100,2,128,16.715216
5,1,100,0.5,Softmax,0.05,100,2,128,31.508982
5,1,100,0.5,GELU,0.05,100,2,128,2.2011049
5,1,100,0.5,ReLU,0.05,100,3,128,36.024784
5,1,100,0.5,Tanh,0.05,100,3,128,21.268208
5,1,100,0.5,Sigmoid,0.05,100,3,128,16.709467
5,1,100,0.5,Softmax,0.05,100,3,128,31.526264
5,1,100,0.5,GELU,0.05,100,3,128,13.600434
5,1,100,0.5,ReLU,0.05,100,4,128,21.423567
5,1,100,0.5,Tanh,0.05,100,4,128,25.389683
5,1,100,0.5,Sigmoid,0.05,100,4,128,16.71911
5,1,100,0.5,Softmax,0.05,100,4,128,31.426779
5,1,100,0.5,GELU,0.05,100,4,128,19.208702
5,1,100,0.5,ReLU,0.05,100,1,256,0.19954993
5,1,100,0.5,Tanh,0.05,100,1,256,22.480852
5,1,100,0.5,Sigmoid,0.05,100,1,256,16.721071
5,1,100,0.5,Softmax,0.05,100,1,256,31.456844
5,1,100,0.5,GELU,0.05,100,1,256,0.6309455
5,1,100,0.5,ReLU,0.05,100,2,256,16.167984
5,1,100,0.5,Tanh,0.05,100,2,256,21.815235
5,1,100,0.5,Sigmoid,0.05,100,2,256,16.722685
5,1,100,0.5,Softmax,0.05,100,2,256,31.502981
5,1,100,0.5,GELU,0.05,100,2,256,6.569817
5,1,100,0.5,ReLU,0.05,100,3,256,39.14665
5,1,100,0.5,Tanh,0.05,100,3,256,25.897009
5,1,100,0.5,Sigmoid,0.05,100,3,256,16.724209
5,1,100,0.5,Softmax,0.05,100,3,256,31.541424
5,1,100,0.5,GELU,0.05,100,3,256,21.824184
5,1,100,0.5,ReLU,0.05,100,4,256,39.889606
5,1,100,0.5,Tanh,0.05,100,4,256,25.596268
5,1,100,0.5,Sigmoid,0.05,100,4,256,16.722403
5,1,100,0.5,Softmax,0.05,100,4,256,31.530758
5,1,100,0.5,GELU,0.05,100,4,256,22.02241
5,1,100,0.5,ReLU,0.05,150,1,16,3.8388543
5,1,100,0.5,Tanh,0.05,150,1,16,22.287722
5,1,100,0.5,Sigmoid,0.05,150,1,16,11.993222
5,1,100,0.5,Softmax,0.05,150,1,16,27.95677
5,1,100,0.5,GELU,0.05,150,1,16,2.6468687
5,1,100,0.5,ReLU,0.05,150,2,16,6.1304045
5,1,100,0.5,Tanh,0.05,150,2,16,22.2988
5,1,100,0.5,Sigmoid,0.05,150,2,16,16.75835
5,1,100,0.5,Softmax,0.05,150,2,16,27.908379
5,1,100,0.5,GELU,0.05,150,2,16,9.361548
5,1,100,0.5,ReLU,0.05,150,3,16,10.508406
5,1,100,0.5,Tanh,0.05,150,3,16,22.414288
5,1,100,0.5,Sigmoid,0.05,150,3,16,16.75815
5,1,100,0.5,Softmax,0.05,150,3,16,27.995134
5,1,100,0.5,GELU,0.05,150,3,16,6.941567
5,1,100,0.5,ReLU,0.05,150,4,16,13.308114
5,1,100,0.5,Tanh,0.05,150,4,16,22.295742
5,1,100,0.5,Sigmoid,0.05,150,4,16,16.754835
5,1,100,0.5,Softmax,0.05,150,4,16,28.04595
5,1,100,0.5,GELU,0.05,150,4,16,6.11484
5,1,100,0.5,ReLU,0.05,150,1,32,1.1727645
5,1,100,0.5,Tanh,0.05,150,1,32,16.988066
5,1,100,0.5,Sigmoid,0.05,150,1,32,15.944733
5,1,100,0.5,Softmax,0.05,150,1,32,28.020407
5,1,100,0.5,GELU,0.05,150,1,32,2.2987275
5,1,100,0.5,ReLU,0.05,150,2,32,6.748653
5,1,100,0.5,Tanh,0.05,150,2,32,17.195684
5,1,100,0.5,Sigmoid,0.05,150,2,32,16.74715
5,1,100,0.5,Softmax,0.05,150,2,32,28.173737
5,1,100,0.5,GELU,0.05,150,2,32,3.461785
5,1,100,0.5,ReLU,0.05,150,3,32,9.0200815
5,1,100,0.5,Tanh,0.05,150,3,32,24.092789
5,1,100,0.5,Sigmoid,0.05,150,3,32,16.75128
5,1,100,0.5,Softmax,0.05,150,3,32,28.151867
5,1,100,0.5,GELU,0.05,150,3,32,4.4137096
5,1,100,0.5,ReLU,0.05,150,4,32,14.681091
5,1,100,0.5,Tanh,0.05,150,4,32,16.771587
5,1,100,0.5,Sigmoid,0.05,150,4,32,16.746872
5,1,100,0.5,Softmax,0.05,150,4,32,28.155962
5,1,100,0.5,GELU,0.05,150,4,32,3.3004684
5,1,100,0.5,ReLU,0.05,150,1,64,1.7829874
5,1,100,0.5,Tanh,0.05,150,1,64,17.42941
5,1,100,0.5,Sigmoid,0.05,150,1,64,15.942781
5,1,100,0.5,Softmax,0.05,150,1,64,28.12336
5,1,100,0.5,GELU,0.05,150,1,64,1.903058
